"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
"1979","SPA","VAR",26000,NA,26000,NA
"1979","SRB","ALB",1610,NA,1610,NA
"1979","SRB","CHL",130,NA,130,NA
"1979","SRB","VAR",230,NA,230,NA
"1979","SRV","CAM",35000,NA,35000,NA
"1979","SUD","CHD",1000,NA,1000,NA
"1979","SUD","COD",4500,NA,4500,NA
"1979","SUD","ETH",311200,NA,311200,NA
"1979","SUD","UGA",35000,NA,35000,NA
"1979","SWA","MOZ",250,NA,250,NA
"1979","SWA","RSA",5000,NA,5000,NA
"1979","SWE","VAR",20000,NA,20000,NA
"1979","SWI","VAR",30000,NA,30000,NA
"1979","SYR","ETH",200,NA,200,NA
"1979","TAN","BDI",132880,NA,132880,NA
"1979","TAN","COD",320,NA,320,NA
"1979","TAN","MLW",70,NA,70,NA
"1979","TAN","RSA",120,NA,120,NA
"1979","TAN","RWA",26330,NA,26330,NA
"1979","TAN","UGA",110,NA,110,NA
"1979","TAN","VAR",990,NA,990,NA
"1979","THA","CAM",15410,NA,15410,NA
"1979","THA","LAO",128770,NA,128770,NA
"1979","THA","SRV",7440,NA,7440,NA
"1979","TUR","VAR",1060,NA,1060,NA
"1979","UAE","TAN",500,NA,500,NA
"1979","UAE","UGA",90,NA,90,NA
"1979","UGA","COD",34000,NA,34000,NA
"1979","UGA","ETH",200,NA,200,NA
"1979","UGA","KEN",80,NA,80,NA
"1979","UGA","RWA",78000,NA,78000,NA
"1979","UGA","VAR",400,NA,400,NA
"1979","URU","VAR",2000,NA,2000,NA
"1979","USA","VAR",734000,NA,734000,NA
"1979","VAR","SRV",2000,NA,2000,NA
"1979","VAR","VAR",167490,NA,167490,NA
"1979","VEN","VAR",16000,NA,16000,NA
"1979","YEM","ETH",360,NA,360,NA
"1979","YEM","YEM",15000,NA,15000,NA
"1979","ZAM","ANG",26000,NA,26000,NA
"1979","ZAM","COD",620,NA,620,NA
"1979","ZAM","MLW",390,NA,390,NA
"1979","ZAM","NAM",5500,NA,5500,NA
"1979","ZAM","RSA",150,NA,150,NA
"1979","ZAM","UGA",80,NA,80,NA
"1979","ZAM","VAR",50,NA,50,NA
"1979","ZAM","ZIM",25000,NA,25000,NA
"1980","ALG","VAR",2000,NA,2000,NA
"1980","ALG","WSH",50000,NA,50000,NA
"1980","ANG","COD",20000,NA,20000,NA
"1980","ANG","NAM",50000,NA,50000,NA
"1980","ANG","RSA",5000,NA,5000,NA
"1980","ARE","ETH",850,NA,850,NA
"1980","ARE","VAR",590,NA,590,NA
"1980","ARG","VAR",26460,NA,26460,NA
"1980","AUL","VAR",304000,NA,304000,NA
"1980","AUS","VAR",15525,NA,15525,NA
"1980","BDI","COD",50750,NA,50750,NA
"1980","BDI","RWA",183810,NA,183810,NA
"1980","BEL","VAR",33000,NA,33000,NA
"1980","BOL","VAR",500,NA,500,NA
"1980","BOT","ANG",330,NA,330,NA
"1980","BOT","LES",70,NA,70,NA
"1980","BOT","NAM",120,NA,120,NA
"1980","BOT","RSA",300,NA,300,NA
"1980","BOT","VAR",320,NA,320,NA
"1980","BOT","ZIM",160,NA,160,NA
"1980","BRA","VAR",24000,NA,24000,NA
"1980","BZE","SAL",4000,NA,4000,NA
"1980","CAN","VAR",92679,NA,92679,NA
"1980","CAR","CHD",7000,NA,7000,NA
"1980","CHI","SRV",263000,NA,263000,NA
"1980","CHL","VAR",1500,NA,1500,NA
"1980","CMR","CHD",110000,NA,110000,NA
"1980","CMR","EGU",18000,NA,18000,NA
"1980","COD","ANG",426700,NA,426700,NA
"1980","COD","BDI",11000,NA,11000,NA
"1980","COD","RWA",22000,NA,22000,NA
"1980","COD","UGA",150000,NA,150000,NA
"1980","COD","VAR",200,NA,200,NA
"1980","COD","ZAM",1210,NA,1210,NA
"1980","COL","VAR",2000,NA,2000,NA
"1980","COS","CUB",700,NA,700,NA
"1980","COS","GUA",750,NA,750,NA
"1980","COS","NIC",960,NA,960,NA
"1980","COS","SAL",7500,NA,7500,NA
"1980","COS","VAR",150,NA,150,NA
"1980","CUB","VAR",2970,NA,2970,NA
"1980","DEN","VAR",1800,NA,1800,NA
"1980","DJB","ETH",45310,NA,45310,NA
"1980","DOM","HAI",3800,NA,3800,NA
"1980","ECU","VAR",700,NA,700,NA
"1980","ETH","SUD",10850,NA,10850,NA
"1980","ETH","VAR",80,NA,80,NA
"1980","FRA","VAR",121958,NA,121958,NA
"1980","GAB","EGU",20000,NA,20000,NA
"1980","GBR","VAR",148000,NA,148000,NA
"1980","GFR","VAR",94000,NA,94000,NA
"1980","GRE","GRE",340,NA,340,NA
"1980","GRE","VAR",3410,NA,3410,NA
"1980","GUA","SAL",4130,NA,4130,NA
"1980","HKG","SRV",24070,NA,24070,NA
"1980","HON","SAL",25000,NA,25000,NA
"1980","INS","SRV",8460,NA,8460,NA
"1980","IRN","AFG",3e+05,NA,3e+05,NA
"1980","IRN","IRQ",30000,NA,30000,NA
"1980","IRQ","ERT",400,NA,400,NA
"1980","ITA","AFG",191,NA,191,NA
"1980","ITA","ALB",71,NA,71,NA
"1980","ITA","ALG",2,NA,2,NA
"1980","ITA","ARE",2,NA,2,NA
"1980","ITA","ARG",38,NA,38,NA
"1980","ITA","ARM",33,NA,33,NA
"1980","ITA","BDI",2,NA,2,NA
"1980","ITA","BRA",5,NA,5,NA
"1980","ITA","BUL",329,NA,329,NA
"1980","ITA","CAM",103,NA,103,NA
"1980","ITA","CHI",24,NA,24,NA
"1980","ITA","CHL",375,NA,375,NA
"1980","ITA","COB",6,NA,6,NA
"1980","ITA","CUB",3,NA,3,NA
"1980","ITA","CZE",393,NA,393,NA
"1980","ITA","DOM",1,NA,1,NA
"1980","ITA","EGU",1,NA,1,NA
"1980","ITA","ERT",142,NA,142,NA
"1980","ITA","ETH",218,NA,218,NA
"1980","ITA","GHA",2,NA,2,NA
"1980","ITA","GNB",2,NA,2,NA
"1980","ITA","HUN",763,NA,763,NA
"1980","ITA","IRN",48,NA,48,NA
"1980","ITA","IRQ",98,NA,98,NA
"1980","ITA","LAO",96,NA,96,NA
"1980","ITA","LBY",205,NA,205,NA
"1980","ITA","LTU",1,NA,1,NA
"1980","ITA","POL",421,NA,421,NA
"1980","ITA","ROM",772,NA,772,NA
"1980","ITA","RUS",10821,NA,10821,NA
"1980","ITA","RWA",1,NA,1,NA
"1980","ITA","SOM",34,NA,34,NA
"1980","ITA","SPA",5,NA,5,NA
"1980","ITA","SRB",270,NA,270,NA
"1980","ITA","SRV",2418,NA,2418,NA
"1980","ITA","STA",8,NA,8,NA
"1980","ITA","SUD",2,NA,2,NA
"1980","ITA","SYR",2,NA,2,NA
"1980","ITA","TAN",1,NA,1,NA
"1980","ITA","TUN",2,NA,2,NA
"1980","ITA","UGA",11,NA,11,NA
"1980","ITA","URU",24,NA,24,NA
"1980","ITA","VAR",3604,NA,3604,NA
"1980","ITA","YEM",1,NA,1,NA
"1980","JOR","ETH",60,NA,60,NA
"1980","JPN","CAM",90,NA,90,NA
"1980","JPN","LAO",220,NA,220,NA
"1980","JPN","SRV",2080,NA,2080,NA
"1980","KEN","ETH",1460,NA,1460,NA
"1980","KEN","MOZ",120,NA,120,NA
"1980","KEN","RSA",80,NA,80,NA
"1980","KEN","RWA",840,NA,840,NA
"1980","KEN","SOM",100,NA,100,NA
"1980","KEN","UGA",840,NA,840,NA
"1980","KEN","VAR",70,NA,70,NA
"1980","KUW","ETH",5000,NA,5000,NA
"1980","LAO","CAM",10370,NA,10370,NA
"1980","LEB","ARM",300,NA,300,NA
"1980","LEB","ETH",1400,NA,1400,NA
"1980","LEB","IRQ",1000,NA,1000,NA
"1980","LEB","SYR",500,NA,500,NA
"1980","LEB","VAR",1800,NA,1800,NA
"1980","LES","RSA",10000,NA,10000,NA
"1980","MAC","SRV",2920,NA,2920,NA
"1980","MEX","SAL",44000,NA,44000,NA
"1980","MLS","CAM",1880,NA,1880,NA
"1980","MLS","PHI",90000,NA,90000,NA
"1980","MLS","SRV",12160,NA,12160,NA
"1980","MOR","POL",50,NA,50,NA
"1980","MOR","VAR",290,NA,290,NA
"1980","MOZ","VAR",100,NA,100,NA
"1980","NEP","TIB",8700,NA,8700,NA
"1980","NET","VAR",12000,NA,12000,NA
"1980","NIC","SAL",4000,NA,4000,NA
"1980","NIC","VAR",100,NA,100,NA
"1980","NIG","CHD",1e+05,NA,1e+05,NA
"1980","NOR","VAR",6000,NA,6000,NA
"1980","NZL","VAR",10000,NA,10000,NA
"1980","PAK","AFG",1428230,NA,1428230,NA
"1980","PAN","SAL",3000,NA,3000,NA
"1980","PAN","VAR",320,NA,320,NA
"1980","PAR","VAR",800,NA,800,NA
"1980","PER","BOL",170,NA,170,NA
"1980","PER","CUB",490,NA,490,NA
"1980","PER","VAR",800,NA,800,NA
"1980","PHI","SRV",20300,NA,20300,NA
"1980","PNG","INS",1000,NA,1000,NA
"1980","POR","VAR",7600,NA,7600,NA
"1980","QAT","ETH",200,NA,200,NA
"1980","ROM","CHL",1000,NA,1000,NA
"1980","RWA","BDI",10150,NA,10150,NA
"1980","RWA","UGA",300,NA,300,NA
"1980","SAL","VAR",390,NA,390,NA
"1980","SAU","ETH",1e+05,NA,1e+05,NA
"1980","SEN","GNB",5000,NA,5000,NA
"1980","SOM","ETH",2e+06,NA,2e+06,NA
"1980","SPA","CUB",500,NA,500,NA
"1980","SPA","VAR",21000,NA,21000,NA
"1980","SRB","ALB",1610,NA,1610,NA
"1980","SRB","CHL",130,NA,130,NA
"1980","SRB","VAR",230,NA,230,NA
"1980","SRV","CAM",33000,NA,33000,NA
"1980","SUD","CHD",4000,NA,4000,NA
"1980","SUD","COD",5000,NA,5000,NA
"1980","SUD","ETH",411000,NA,411000,NA
"1980","SUD","UGA",73000,NA,73000,NA
"1980","SWA","RSA",5170,NA,5170,NA
"1980","SWA","VAR",300,NA,300,NA
"1980","SWE","VAR",20000,NA,20000,NA
"1980","SWI","VAR",32000,NA,32000,NA
"1980","SYR","ETH",350,NA,350,NA
"1980","TAN","BDI",148620,NA,148620,NA
"1980","TAN","COD",4000,NA,4000,NA
"1980","TAN","MLW",70,NA,70,NA
"1980","TAN","RSA",150,NA,150,NA
"1980","TAN","VAR",6770,NA,6770,NA
"1980","THA","CAM",147400,NA,147400,NA
"1980","THA","LAO",104940,NA,104940,NA
"1980","THA","SRV",9020,NA,9020,NA
"1980","TUR","AFG",5000,NA,5000,NA
"1980","TUR","VAR",1100,NA,1100,NA
"1980","UAE","AFG",1500,NA,1500,NA
"1980","UAE","ETH",600,NA,600,NA
"1980","UAE","TAN",300,NA,300,NA
"1980","UAE","UGA",90,NA,90,NA
"1980","UGA","COD",32000,NA,32000,NA
"1980","UGA","ETH",1000,NA,1000,NA
"1980","UGA","RWA",80000,NA,80000,NA
"1980","URU","VAR",1700,NA,1700,NA
"1980","USA","VAR",403684,NA,403684,NA
"1980","VAR","SRV",2500,NA,2500,NA
"1980","VAR","VAR",165150,NA,165150,NA
"1980","VEN","VAR",17800,NA,17800,NA
"1980","YEM","ETH",550,NA,550,NA
"1980","YEM","YEM",15000,NA,15000,NA
"1980","ZAM","ANG",22000,NA,22000,NA
"1980","ZAM","COD",5000,NA,5000,NA
"1980","ZAM","MLW",350,NA,350,NA
"1980","ZAM","NAM",5500,NA,5500,NA
"1980","ZAM","RSA",3500,NA,3500,NA
"1980","ZAM","UGA",60,NA,60,NA
"1980","ZIM","RSA",50,NA,50,NA
"1981","ALG","VAR",2000,NA,2000,NA
"1981","ALG","WSH",165000,NA,165000,NA
"1981","ANG","COD",16700,NA,16700,NA
"1981","ANG","NAM",70000,NA,70000,NA
"1981","ANG","RSA",5000,NA,5000,NA
"1981","ARE","VAR",1580,NA,1580,NA
"1981","ARG","VAR",26500,NA,26500,NA
"1981","AUL","VAR",317000,NA,317000,NA
"1981","AUS","VAR",17899,NA,17899,NA
"1981","BDI","COD",51090,NA,51090,NA
"1981","BDI","RWA",183170,NA,183170,NA
"1981","BDI","UGA",330,NA,330,NA
"1981","BEL","VAR",35000,NA,35000,NA
"1981","BOL","VAR",500,NA,500,NA
"1981","BOT","ANG",530,NA,530,NA
"1981","BOT","LES",80,NA,80,NA
"1981","BOT","NAM",130,NA,130,NA
"1981","BOT","RSA",360,NA,360,NA
"1981","BOT","ZIM",190,NA,190,NA
"1981","BRA","VAR",24000,NA,24000,NA
"1981","BZE","SAL",7000,NA,7000,NA
"1981","CAN","VAR",96415,NA,96415,NA
"1981","CAR","CHD",4000,NA,4000,NA
"1981","CHI","SRV",265000,NA,265000,NA
"1981","CHL","VAR",1500,NA,1500,NA
"1981","CMR","CHD",136690,NA,136690,NA
"1981","CMR","EGU",18000,NA,18000,NA
"1981","CMR","NAM",90,NA,90,NA
"1981","CMR","VAR",17930,NA,17930,NA
"1981","COD","ANG",427000,NA,427000,NA
"1981","COD","BDI",11300,NA,11300,NA
"1981","COD","RWA",12040,NA,12040,NA
"1981","COD","UGA",125000,NA,125000,NA
"1981","COD","VAR",200,NA,200,NA
"1981","COD","ZAM",1200,NA,1200,NA
"1981","COL","VAR",1800,NA,1800,NA
"1981","COS","CUB",2700,NA,2700,NA
"1981","COS","GUA",300,NA,300,NA
"1981","COS","NIC",2000,NA,2000,NA
"1981","COS","SAL",10000,NA,10000,NA
"1981","CUB","VAR",2000,NA,2000,NA
"1981","DEN","VAR",1800,NA,1800,NA
"1981","DJB","ERT",200,NA,200,NA
"1981","DJB","ETH",31600,NA,31600,NA
"1981","DOM","HAI",5000,NA,5000,NA
"1981","ECU","BOL",100,NA,100,NA
"1981","ECU","CHL",390,NA,390,NA
"1981","ECU","COL",50,NA,50,NA
"1981","ECU","VAR",100,NA,100,NA
"1981","ETH","SUD",5350,NA,5350,NA
"1981","ETH","VAR",100,NA,100,NA
"1981","FRA","VAR",125597,NA,125597,NA
"1981","GAB","ANG",400,NA,400,NA
"1981","GBR","VAR",146000,NA,146000,NA
"1981","GFR","VAR",1e+05,NA,1e+05,NA
"1981","GNB","COD",110,NA,110,NA
"1981","GRE","GRE",320,NA,320,NA
"1981","GRE","VAR",3670,NA,3670,NA
"1981","GUA","SAL",1e+05,NA,1e+05,NA
"1981","HKG","SRV",13540,NA,13540,NA
"1981","HON","GUA",1500,NA,1500,NA
"1981","HON","NIC",500,NA,500,NA
"1981","HON","SAL",26000,NA,26000,NA
"1981","IND","AFG",2690,NA,2690,NA
"1981","IND","IRN",720,NA,720,NA
"1981","IND","VAR",100,NA,100,NA
"1981","INS","SRV",6200,NA,6200,NA
"1981","INS","VAR",8700,NA,8700,NA
"1981","IRN","AFG",1500000,NA,1500000,NA
"1981","IRN","IRQ",65000,NA,65000,NA
"1981","IRQ","ERT",1200,NA,1200,NA
"1981","ITA","AFG",464,NA,464,NA
"1981","ITA","ALB",70,NA,70,NA
"1981","ITA","ALG",3,NA,3,NA
"1981","ITA","ARE",4,NA,4,NA
"1981","ITA","ARG",38,NA,38,NA
"1981","ITA","ARM",33,NA,33,NA
"1981","ITA","BDI",2,NA,2,NA
"1981","ITA","BOL",1,NA,1,NA
"1981","ITA","BRA",5,NA,5,NA
"1981","ITA","BUL",274,NA,274,NA
"1981","ITA","CAM",157,NA,157,NA
"1981","ITA","CHI",24,NA,24,NA
"1981","ITA","CHL",375,NA,375,NA
"1981","ITA","COB",6,NA,6,NA
"1981","ITA","CUB",3,NA,3,NA
"1981","ITA","CZE",389,NA,389,NA
"1981","ITA","DOM",1,NA,1,NA
"1981","ITA","EGU",1,NA,1,NA
"1981","ITA","ERT",142,NA,142,NA
"1981","ITA","ETH",376,NA,376,NA
"1981","ITA","GHA",2,NA,2,NA
"1981","ITA","GNB",2,NA,2,NA
"1981","ITA","HUN",744,NA,744,NA
"1981","ITA","IRN",83,NA,83,NA
"1981","ITA","IRQ",189,NA,189,NA
"1981","ITA","LAO",100,NA,100,NA
"1981","ITA","LBY",226,NA,226,NA
"1981","ITA","LTU",1,NA,1,NA
"1981","ITA","POL",505,NA,505,NA
"1981","ITA","ROM",854,NA,854,NA
"1981","ITA","RUS",11562,NA,11562,NA
"1981","ITA","RWA",1,NA,1,NA
"1981","ITA","SOM",34,NA,34,NA
"1981","ITA","SPA",3,NA,3,NA
"1981","ITA","SRB",214,NA,214,NA
"1981","ITA","SRV",2468,NA,2468,NA
"1981","ITA","STA",29,NA,29,NA
"1981","ITA","SUD",2,NA,2,NA
"1981","ITA","SYR",4,NA,4,NA
"1981","ITA","TAN",1,NA,1,NA
"1981","ITA","TUN",2,NA,2,NA
"1981","ITA","UGA",11,NA,11,NA
"1981","ITA","URU",24,NA,24,NA
"1981","ITA","VAR",3180,NA,3180,NA
"1981","ITA","YEM",1,NA,1,NA
"1981","JOR","ETH",80,NA,80,NA
"1981","JPN","CAM",220,NA,220,NA
"1981","JPN","LAO",500,NA,500,NA
"1981","JPN","SRV",1800,NA,1800,NA
"1981","KEN","ETH",1430,NA,1430,NA
"1981","KEN","MOZ",170,NA,170,NA
"1981","KEN","RSA",110,NA,110,NA
"1981","KEN","RWA",1090,NA,1090,NA
"1981","KEN","UGA",510,NA,510,NA
"1981","KEN","VAR",70,NA,70,NA
"1981","KOR","SRV",60,NA,60,NA
"1981","KUW","ETH",2000,NA,2000,NA
"1981","LAO","CAM",3500,NA,3500,NA
"1981","LEB","ARM",300,NA,300,NA
"1981","LEB","ETH",1000,NA,1000,NA
"1981","LEB","IRQ",1000,NA,1000,NA
"1981","LEB","SYR",500,NA,500,NA
"1981","LEB","VAR",400,NA,400,NA
"1981","LES","RSA",11500,NA,11500,NA
"1981","MAC","SRV",1200,NA,1200,NA
"1981","MEX","SAL",140000,NA,140000,NA
"1981","MEX","VAR",10000,NA,10000,NA
"1981","MLS","CAM",3400,NA,3400,NA
"1981","MLS","PHI",90000,NA,90000,NA
"1981","MLS","SRV",9850,NA,9850,NA
"1981","MOR","VAR",500,NA,500,NA
"1981","MOZ","VAR",100,NA,100,NA
"1981","NEP","TIB",8800,NA,8800,NA
"1981","NET","VAR",13000,NA,13000,NA
"1981","NIC","GUA",110,NA,110,NA
"1981","NIC","SAL",20810,NA,20810,NA
"1981","NIC","VAR",400,NA,400,NA
"1981","NIG","CHD",84570,NA,84570,NA
"1981","NIG","VAR",5000,NA,5000,NA
"1981","NOR","VAR",6000,NA,6000,NA
"1981","NZL","VAR",10600,NA,10600,NA
"1981","PAK","AFG",2375330,NA,2375330,NA
"1981","PAN","SAL",1000,NA,1000,NA
"1981","PAN","VAR",500,NA,500,NA
"1981","PAR","VAR",800,NA,800,NA
"1981","PER","VAR",1500,NA,1500,NA
"1981","PHI","SRV",6630,NA,6630,NA
"1981","PHI","VAR",16680,NA,16680,NA
"1981","PNG","INS",150,NA,150,NA
"1981","POR","VAR",7600,NA,7600,NA
"1981","QAT","ETH",200,NA,200,NA
"1981","ROM","CHL",1000,NA,1000,NA
"1981","RWA","BDI",17950,NA,17950,NA
"1981","RWA","UGA",200,NA,200,NA
"1981","SAU","ETH",65000,NA,65000,NA
"1981","SEN","GNB",4000,NA,4000,NA
"1981","SOM","ETH",7e+05,NA,7e+05,NA
"1981","SPA","VAR",21500,NA,21500,NA
"1981","SRB","ALB",1610,NA,1610,NA
"1981","SRB","CHL",120,NA,120,NA
"1981","SRB","VAR",190,NA,190,NA
"1981","SRV","CAM",30000,NA,30000,NA
"1981","SUD","CHD",9000,NA,9000,NA
"1981","SUD","COD",5000,NA,5000,NA
"1981","SUD","ETH",488450,NA,488450,NA
"1981","SUD","UGA",50550,NA,50550,NA
"1981","SWA","RSA",5610,NA,5610,NA
"1981","SWE","VAR",20000,NA,20000,NA
"1981","SWI","VAR",40000,NA,40000,NA
"1981","SYR","ETH",600,NA,600,NA
"1981","SYR","IRQ",400,NA,400,NA
"1981","SYR","VAR",50,NA,50,NA
"1981","TAN","BDI",153700,NA,153700,NA
"1981","TAN","COD",9360,NA,9360,NA
"1981","TAN","MLW",70,NA,70,NA
"1981","TAN","RSA",60,NA,60,NA
"1981","TAN","RWA",710,NA,710,NA
"1981","TAN","VAR",280,NA,280,NA
"1981","THA","CAM",97800,NA,97800,NA
"1981","THA","LAO",89390,NA,89390,NA
"1981","THA","SRV",5800,NA,5800,NA
"1981","TUR","VAR",1180,NA,1180,NA
"1981","UAE","AFG",1500,NA,1500,NA
"1981","UAE","ETH",1500,NA,1500,NA
"1981","UAE","TAN",3000,NA,3000,NA
"1981","UAE","UGA",90,NA,90,NA
"1981","UGA","COD",32000,NA,32000,NA
"1981","UGA","RWA",80000,NA,80000,NA
"1981","UGA","VAR",1000,NA,1000,NA
"1981","URU","VAR",1700,NA,1700,NA
"1981","USA","VAR",537375,NA,537375,NA
"1981","VAR","ETH",70000,NA,70000,NA
"1981","VAR","VAR",33130,NA,33130,NA
"1981","VEN","VAR",17000,NA,17000,NA
"1981","YEM","ETH",1030,NA,1030,NA
"1981","ZAM","ANG",29130,NA,29130,NA
"1981","ZAM","COD",4710,NA,4710,NA
"1981","ZAM","NAM",4300,NA,4300,NA
"1981","ZAM","RSA",2160,NA,2160,NA
"1981","ZAM","VAR",260,NA,260,NA
"1981","ZIM","MOZ",5000,NA,5000,NA
"1981","ZIM","RSA",100,NA,100,NA
"1982","ALG","VAR",2000,NA,2000,NA
"1982","ALG","WSH",165000,NA,165000,NA
"1982","ANG","COD",20060,NA,20060,NA
"1982","ANG","NAM",70010,NA,70010,NA
"1982","ANG","RSA",6210,NA,6210,NA
"1982","ARE","ARM",400,NA,400,NA
"1982","ARE","ETH",4800,NA,4800,NA
"1982","ARE","VAR",300,NA,300,NA
"1982","ARG","VAR",11500,NA,11500,NA
"1982","AUL","VAR",317000,NA,317000,NA
"1982","AUS","VAR",34963,NA,34963,NA
"1982","BDI","COD",16750,NA,16750,NA
"1982","BDI","RWA",234590,NA,234590,NA
"1982","BDI","UGA",1830,NA,1830,NA
"1982","BEL","VAR",21000,NA,21000,NA
"1982","BOT","VAR",1300,NA,1300,NA
"1982","BRA","VAR",5400,NA,5400,NA
"1982","BZE","SAL",2000,NA,2000,NA
"1982","BZE","VAR",1120,NA,1120,NA
"1982","CAN","VAR",107591,NA,107591,NA
"1982","CAR","CHD",7400,NA,7400,NA
"1982","CAR","VAR",50,NA,50,NA
"1982","CHI","LAO",3750,NA,3750,NA
"1982","CHI","SRV",268350,NA,268350,NA
"1982","CHL","VAR",2500,NA,2500,NA
"1982","CMR","CAR",15000,NA,15000,NA
"1982","CMR","CHD",3610,NA,3610,NA
"1982","CMR","EGU",18000,NA,18000,NA
"1982","CMR","NAM",90,NA,90,NA
"1982","CMR","VAR",120,NA,120,NA
"1982","COD","ANG",393800,NA,393800,NA
"1982","COD","BDI",10000,NA,10000,NA
"1982","COD","RWA",12000,NA,12000,NA
"1982","COD","UGA",60000,NA,60000,NA
"1982","COD","VAR",20600,NA,20600,NA
"1982","COD","ZAM",1200,NA,1200,NA
"1982","COL","VAR",150,NA,150,NA
"1982","COS","GUA",300,NA,300,NA
"1982","COS","NIC",3000,NA,3000,NA
"1982","COS","SAL",10370,NA,10370,NA
"1982","COS","VAR",2690,NA,2690,NA
"1982","CUB","VAR",2000,NA,2000,NA
"1982","DEN","VAR",1800,NA,1800,NA
"1982","DJB","ERT",200,NA,200,NA
"1982","DJB","ETH",34000,NA,34000,NA
"1982","DOM","HAI",5000,NA,5000,NA
"1982","ECU","BOL",70,NA,70,NA
"1982","ECU","CUB",50,NA,50,NA
"1982","ECU","VAR",560,NA,560,NA
"1982","ETH","SUD",5350,NA,5350,NA
"1982","ETH","VAR",200,NA,200,NA
"1982","FRA","VAR",152223,NA,152223,NA
"1982","GAB","ANG",640,NA,640,NA
"1982","GBR","VAR",143000,NA,143000,NA
"1982","GFR","VAR",1e+05,NA,1e+05,NA
"1982","GHA","VAR",100,NA,100,NA
"1982","GRE","CZE",60,NA,60,NA
"1982","GRE","GRE",300,NA,300,NA
"1982","GRE","IRN",320,NA,320,NA
"1982","GRE","IRQ",1960,NA,1960,NA
"1982","GRE","LEB",90,NA,90,NA
"1982","GRE","POL",80,NA,80,NA
"1982","GRE","ROM",190,NA,190,NA
"1982","GRE","SRV",120,NA,120,NA
"1982","GRE","TUR",300,NA,300,NA
"1982","GRE","VAR",530,NA,530,NA
"1982","GUA","SAL",70000,NA,70000,NA
"1982","HKG","SRV",12620,NA,12620,NA
"1982","HON","GUA",580,NA,580,NA
"1982","HON","NIC",15750,NA,15750,NA
"1982","HON","SAL",15840,NA,15840,NA
"1982","IND","AFG",3430,NA,3430,NA
"1982","IND","IRN",1480,NA,1480,NA
"1982","IND","VAR",100,NA,100,NA
"1982","INS","CAM",2610,NA,2610,NA
"1982","INS","SRV",10610,NA,10610,NA
"1982","IRN","AFG",1600000,NA,1600000,NA
"1982","IRN","ETH",60,NA,60,NA
"1982","IRN","IRQ",1e+05,NA,1e+05,NA
"1982","IRQ","ERT",1200,NA,1200,NA
"1982","ITA","AFG",484,NA,484,NA
"1982","ITA","ALB",75,NA,75,NA
"1982","ITA","ALG",3,NA,3,NA
"1982","ITA","ANG",1,NA,1,NA
"1982","ITA","ARE",5,NA,5,NA
"1982","ITA","ARG",39,NA,39,NA
"1982","ITA","ARM",33,NA,33,NA
"1982","ITA","BDI",2,NA,2,NA
"1982","ITA","BOL",1,NA,1,NA
"1982","ITA","BRA",5,NA,5,NA
"1982","ITA","BUL",257,NA,257,NA
"1982","ITA","CAM",178,NA,178,NA
"1982","ITA","CHI",24,NA,24,NA
"1982","ITA","CHL",383,NA,383,NA
"1982","ITA","COB",6,NA,6,NA
"1982","ITA","COD",5,NA,5,NA
"1982","ITA","CUB",3,NA,3,NA
"1982","ITA","CZE",434,NA,434,NA
"1982","ITA","DOM",1,NA,1,NA
"1982","ITA","EGU",1,NA,1,NA
"1982","ITA","ERT",185,NA,185,NA
"1982","ITA","ETH",455,NA,455,NA
"1982","ITA","GHA",2,NA,2,NA
"1982","ITA","GNB",2,NA,2,NA
"1982","ITA","HUN",728,NA,728,NA
"1982","ITA","IRN",210,NA,210,NA
"1982","ITA","IRQ",196,NA,196,NA
"1982","ITA","LAO",108,NA,108,NA
"1982","ITA","LBY",259,NA,259,NA
"1982","ITA","LTU",1,NA,1,NA
"1982","ITA","PAK",1,NA,1,NA
"1982","ITA","POL",635,NA,635,NA
"1982","ITA","ROM",967,NA,967,NA
"1982","ITA","RUS",11569,NA,11569,NA
"1982","ITA","RWA",1,NA,1,NA
"1982","ITA","SOM",38,NA,38,NA
"1982","ITA","SPA",2,NA,2,NA
"1982","ITA","SRB",177,NA,177,NA
"1982","ITA","SRV",2573,NA,2573,NA
"1982","ITA","STA",32,NA,32,NA
"1982","ITA","SUD",2,NA,2,NA
"1982","ITA","SYR",4,NA,4,NA
"1982","ITA","TAN",1,NA,1,NA
"1982","ITA","TUN",2,NA,2,NA
"1982","ITA","UGA",15,NA,15,NA
"1982","ITA","URU",25,NA,25,NA
"1982","ITA","VAR",2750,NA,2750,NA
"1982","ITA","YEM",1,NA,1,NA
"1982","JOR","ETH",100,NA,100,NA
"1982","JPN","CAM",370,NA,370,NA
"1982","JPN","CHI",80,NA,80,NA
"1982","JPN","LAO",610,NA,610,NA
"1982","JPN","SRV",3230,NA,3230,NA
"1982","JPN","VAR",100,NA,100,NA
"1982","KEN","ETH",1580,NA,1580,NA
"1982","KEN","MOZ",200,NA,200,NA
"1982","KEN","RSA",130,NA,130,NA
"1982","KEN","RWA",1360,NA,1360,NA
"1982","KEN","SOM",80,NA,80,NA
"1982","KEN","UGA",1350,NA,1350,NA
"1982","KEN","VAR",60,NA,60,NA
